Review,Generated
This was my first purchase of anything in the ATACS FG pattern and I must say I am very happy with the patternThe boonie looks well made out of very good quality made materiel There are some slight assemblysewing discrepancies if you look for them but nothing that would affect performance or concealmentThe outer utility band the band you stick extra foliage is made from shiny OD green nylon webbing which detracts somewhat from the very flat subdued pattern of the rest of the hat I wish they could have used flat tan cotton webbing on it or just doubled over some of the ripstop material that the rest of the hat is made from It kind of sticks out on it in my own opinion Not a big issue though and the only thing I would change about itNOTE TO MILITARY PERSONNEL This hat does NOT meet NIR Specs Near Infrared Signature Management TechnologyOverall this is a very good buy for the money and I am well pleased with the purchaseAs far as sizing goes I have an old GI tan boonie made by propper that Ive worn for years now and has been washed multiple times It is a size a 725 or 7 14 and right now it fits my head like a rubber band even with only small amount of hair on my head I considered also getting this boonie in 725 as well but chose 75 instead Im glad I did 75 fits loose on my head but still tight enough to be comfortable After a couple trips through the washer it will still be comfortable Some good advice that propper put on the label isINITIAL LOOSE FIT REQUIRED FOR CONTINUED COMFORTSo its OK if you have a loose fit with it It will shrink over time Very happy all around with this purchase,1
My husband and kids all enjoy this game It is a great learning tool for the kids and we have so many fun games The game is fun for both of them,0
This shoe looks great but it doesnt provide the cushion or arch support I thought it would provide Its ok But not great,1
I bought this to use on a professional project and it works great  The yellow coated one is a little too yellow for the most typical area but the light is so bright its nice to have  Its a little pricey for a flashlight but I dont think youll be disappointed  I have a portable flashlight and I cant wait to use it on a regular basis  Its bright and its pretty accurate  I like that the light is centered on the surface of the desk where the light is mounted  Its not quite so small that you can easily see it from a distance  Its not too big as it would be,0
Provocative story line Few twists  in the plot Author still thinks 09mm gun exists Lots of gratuitous violence No clue why the Irishman and assoc were killed Seemed to be important clue holders I gave up counting protagonists injuries Watts needed more character development Typing review in my Kindle apologize for grammar,1
a datahookproductlinklinked classalinknormal hrefDelcast10PiecePrecisionScrewdriverSetforLaptopsElectronicsdpB009KZ20D6refcmcrarpdrvwtxtieUTF8Delcast 10Piece Precision Screwdriver Set for Laptops Electronicsanbspand the new Delcast 10Piece Precision Screwdriver Set for Desktop and Mobile DevicesThe drill is designed to be used for,0
Works great easy to clean and easy to clean I will be purchasing moreVery pretty,0
This is the story of a boy and his family He is growing up in the 1950s His father was a jail guard his mother was a school teacher They were all straight They had everything They were in a good relationship This boy is still in the same place They are both very close to each other They have a great bond He has great social skills He has a good life He is on a good path He is not afraid to do his best He is not afraid to be alone He is not afraid to be alone He has a good life He is not afraid to be alone,0
Clean short easy read  The writing style could use some improvement,1
Arrived very quickly and packaged well The case is comfortable and looks nice The case does not,0
Light when I need it or when an unexpected visitor comes but I didnt turn on the light by the door,1
I bought this as  a gift and thought it would be a nice addition to the house  Its not the best bed but it is the best bed  I used it to make my little Shih Tzu a bed  My dog is still very nervous about the bed but shes happy to go in there and be comfortable  Ive had it for about a year now and Im happy with the quality and durability  I would recommend this bed for any dog ownerI have a small dog and he is a big guy  He has had it for a couple months now and it has held up great  I am very pleased with this purchase and would definitely recommend it to others  I have a large dog and he has a lot of room in the living room for the couch and chair  I plan to purchase another one of these beds as wellI would highly recommend this,0
So many good ideas in this book and the author has a lot of potential I recommend this bookI had a lot of fun with this book  It was very interesting to see what was happening with the main characters  I enjoyed the story and the characters,0
Bought for my grandson to go with his birthday cake He loves it He loves to throw the ball around and the balls are a bit small but the kids,0
Great bits of books to introduce us to new authors and book series,1
sucks you in from the beginning The characters are well developed and believable and the story is,0
Finished this novel only 10 of the way through I will admit that I was a bit disappointed  I had to read a few chapters to get through the first half and that was a huge disappointment  The main character was one of the most annoying characters in the entire book  I found myself repeating the same things over and over and over  I really didnt care for the main character and I think that was one of the biggest problems I had with this novelThe ending was a bit too abrupt which I was happy about  There were a couple of moments of good dialogue but it didnt really do anything to make the book any better,0
I purchased this set as a last minute purchase the product is good It chages quickly and is lighter than the Nikon brand I had been using The car charger is great Good product for the price,1
Its a sing that holds 15 shellsWhat more can I say about itWill work great for hunting and defense tactics,1
I bought this 40 TV and it is the best part of it  Its been sitting in my glove compartment for about a week now and is running perfectly  The sound is great and its been in the trunk for about a month  Im very happy with the TV  I have a portable player a tablet and a DVD player so Im very happy with this TV  I cant tell you how much better it is than the 50 TV  Ive been using it for about a month now and it sounds great  Im very happy with the sound quality  The sound is fantastic  The TV is on the ceiling and I can hear the birds and the birds are in the background  Ive had no problems with the sound  Its very clear and Im very happy with it  I dont really know what Im getting into with this TV  Its a lot more,0
Gumby how could u go wrong  My sisters dog loves this and its still whole Im amazed  She loves this and carries it in her mouth like a baby so precious I would buy this again,1
saw this in the theaterreally enjoyed it  Not too many people who have seen this movie would agree that it is a great story  The acting was superb  The performances were just as good as the movie  The story is told in a way that you would not expect from a film about a love story  The story is told with a passion that you will never forget  This movie is a must see for any romantic,0
I was so excited to see this movie I was expecting a lot of action and the ending is so heartwarming I also thought the acting was pretty good,0
Dirty Deeds only gets a few more pages with the third book in the series I was hoping to get a part 2 before I read this one but the first one was a bit boring The author had me on the edge of my seat I love her characters and the way the book flowed I loved how the heroine was able to write a believable story with a strong male lead,0
Great show Wahlberg and Tom Selleck are both great actors  Among other great actors and actresses in this crime show,1
Listed are external dimensions More than adequate with the exception of the GFCI connector  The other two have the same design but the GFCI connector is a bit large for it,0
It works with my 2008 Apple Mac Pro running Snow Leopard  The reason I did not give it 5 stars is that the back light only flashes for a second when connecting to the Mac  It does not stay connected but does reconnect fairly quickly after a keystroke or two  Perhaps this is to save power,1
This worked great in the wire cage I had just purchased for my dog It stayed straight and no water spilled from the bowl It kept the bowl from being dumped in the cage which would have made a real mess,1
It was a book that I will read again and again The story is told from the point of view of a woman both in her own words and of her husband,0
The shirt is a great fit The only problem is that it comes with a small button that doesnt fit The front part of the shirt is a bit too short so I had to order a smaller size The collar is very long and the back part is not as long as I expected I did get a medium but it is a little longer than I expected,0
The cruelty of slavery from the early part of the 19th century to the end of the 20th century This is the most comprehensive and clear account of the consequences of slavery and its aftermath,0
Good for the money not what I expected Not too hot or too cold,0
This is a big hit with my three cats Originally I used this scratcher as a prop for my pet photography so I did not allow my cats to use it before the photo shoot so it would still be new After the shoot I put it down in the room and immediately one of my cats used it to scratch on it and then slept next to it and didnt want to leave This is a nice design and the other cardboard products from PetFusion are great too,1
I received my Infusion water bottles today and immediately put it into action First time I used pieces of strawberries and the second time I used honeydew melon and cantaloupe I left it in the fridge for about 2 hours until dinner WOW What a refreshing take on water As someone who has been increasing the amount of water I drink on a daily basis and eliminating soft drinks I was SO pleased with the results  Thank you SO much for such a quality product that simply makes my life better Please click YES if my review has been helpful to you,1
VERY different and well made  The pieces are sturdy and will stand up to the abuse of,0
Absolutely love the quality color and price The cat seems to have taken to it so I bought a matching cat bed from Amazon for the kitty,1
I loved the Oklahoma brands just as much as the Texas brands,1
So disappointed I had one of these for 10 years until it finally broke  I purchased this one and it broke as soon as I used it  The design is flimsy and cheap  The batteries fell out and the top doesnt stay put  Night and day from the same make that I had for 10 years  Must be made in China now,1
My laptop does not have card reader and I need something like this one I bought one which was falling in pieces This one is virtually indestructible,1
Most uncomfortable pillows I have slept on but they are good enough to make a comfortable pillowGreat product Great price I am very happy with the purchaseThis is a great fan It is quiet and does not have a fan noise This fan is very quiet and does not have a,0
This is the final so far installment of the Riyria Revelations series and culminates in a surprising and fun ending  Michael Sullivan is a terrific writer and I hope to read more of his stuff in the near future,1
This thing is the king of the house  Ive tried everything from the top shelf to the water bowl  Ive tried everything from the top shelf to the carpet  Its still going strong  I think its going to last a long time  Im looking at a few different sizes but the last one lasted only a month  Im just getting used to it  Im going to be getting a second one for my other catsMy other cats were happy but they werent happy with the first one  I think its because the top shelf was too big for them  Its not a bad,0
This is a replacement for my last Cuisinart 12 cup coffee maker which was probably 6 plus years old it is almost identical the only upgrade is this one comes with a little metal coffee filter you have the option of removing this metal cone and using the paper filters  From what I have read I have decided to just use the paper ones as  they remove more sediment and oil  I like a mild bitter free coffee so I use a Chemex whenever I have timeBEST COFFEE MAKER IN THE WORLD IN MY OPINIONbut not a good unit when you are going to work or in a hurrysee my review on it  Anyway when time is short this coffee maker is simple to operate has a small clock that you cant see very well as it is very small and inconspicuous the machine is programmable as advertised  The unit has a small charcoal filter that is easily accessible its at the end of the plastic piece that fits in the top left corner of the machine where you put the water in and it is very easy to change the plastic double piece just pops open and then you can remove the old filter  The controls are pretty much the same as my old unit except there is now an offon switch my old one you just moved the dial to brew and  presto it started working  This unit like the old one has a 1 to 4 cup brewing option  I guess what I am saying is if it isnt broke dont fix  it or if you have a good product dont make a lot of changes to itit should last well if you take care of itlike most things in life  I think it is the best electrical unit on the market for the money,1
We received a early copy of this book from the author in exchange for an honest reviewTalon and Gretchens book was a wonderful read The characters are well thought out and all blend together to form a great story I didnt read the first book in this series but it definitely wasnt necessary to this story Gretchen travels back to her hometown to try to figure out what has happened with her father While there she meets Talon and the sparks fly from there I would recommend this book to those that like reading a paranormalshifter type series with familiar characters but who also like books that you dont have to necessarily read in order I will definitely be looking for future books from this author5 out of 5 fangsStorm,1
It worked as advertised decent range good sound easy setup  after almost two years it started making a horrible hissing sound when a device connected to it  should I be happy that this lasted that long  considering how cheaply everything else is made these days maybe so but still not satisfied that now I need to shell out again for a replacement,1
I got it for my son to use as a Christmas present  He loves it  It is so bright and the light is so small that it is easy to,0
Another good book by Jeff Probst with lots of good historyThe book has a,0
This bra is practically a goto for me I normally wear a size 10 and ordered a size 105 I am a 32D and the 36D fits me perfectly,0
This works great  A little bulky but it is good enough  The yellow button has a nice touch  The plastic is solid and is easy to clean  I used this to make a,0
I love this program  It has the best writing in the history of the language  If you like Japanese music this is a must have for you,0
The story line is ok same old same old mostly The strength as always is the technological imagination and imaginative battles Unfortunately the research and writing and copy editing have gotten so sloppy as to be disracting Several times in the first few pages criteria is used as a singular noun ie the criteria is Biceps is parsed to bicep as if that makes it singular and most amusingly during a scene at a Lakers game Kobe Bryant banks in a foul shot to win the game Im pretty sure Kobe has never banked in a foul shot intentionally All in all a lazy effort,1
Fantastic wellmade little flashlights Well worth their price And all it uses is one battery Amazingly bright light I actually carry one everywhere I go and have used it more than I would have thought I have never needed to hit anyone with it yet but I guess I am ready for that too if the occasion ever arises I love these flashlights in fact everyone I know loves them so much so that I keep giving them away and having to buy more,1
no problem here my doggies are not as crazy about these treats  They just seem to like them  Great price and I will,0
Saw Jaws in 75 when I was 7 and then Grizzly came out in 76 the time was about 68 months between these two films and it was plain to see this movie was a cash in on the killer animal craze that ran through the mid to late 70s starting with the famous Spielburg film Stars Christopher George as the park ranger  Richard Jaeckel as a naturalist and Andrew Prine as a vietnam vet running a helicopter service A 18 foot two thousand pound grizzly goes on the rampage taking out campers  a couple of park rangers before coming to the final showdown with the George character who instead of a scuba tank uses a Lors rocket launcher to destroy the bear I still enjoy watching it after all these years could have given it 5 stars but that might be pushing it a bit to far This 2 disc edtion is far better than a earlier version I brought Remastered with interviews with cast members  trailers and photo gallery shots I found the interviews with the 2005 screening of the film a bit odd as these people seemed to be on another planet to me but all in all a well made and put together edtion,1
Ive had this unit installed for about 4 months now at I have been very pleased  I have it controlling a Trane XL80 DualStage Gas Furnace w Trane XR16 AC Slimline Unit  Dual Stage Furnace works as designed even though this thermostat is manufactured by Honeywell and is a lot cheaper than the Trane branded thermostats  Very happy with this Honeywell unit and like the various customization features it offers me  FYI the WiFi feature works as they all do ie your smart phone connects to your home wifi connection which then connects to Honeywells server via the internet with the Honeywell server then sending your commands back to your home wifi connection via the internet which then communicates directly with the thermostat unit  Thus your smartphone interacts with Honeywells offsite server and not directly withinyourhouse with your thermostat unit,1
Great tool with scant instructions That being said the tools are good The only reason I gave it 4 stars is that the plastic parts are very loose and the holes are very large,0
Ive read nearly every book written by the author and Im not one of the few who doesnt read them all I am a huge fan of Toni Morrison and this book is no exception Its a beautiful funny well written story about two people who have been together for over 50 years,0
I purchased 2 of these and have been using them for a month now They are very pretty and look so nice The plastic ones are also very light and easy to washI have had this product for about a year now and it is still going strong I ordered two for my sister and they both love itThey are a great size and well madeThese are great I just put them on my countertop and put them on the counter top of my coffee maker  They are exactly what I wanted  I use them to keep my coffee hot for a few hours or so and they work great  The only negative thing I have is that the,0
These batteries have been great We have had the quad for two months now and have not had any issues If you want to get a solid quad then the Tamiya ones are,0
My 3 months old kitty really love this toy but it broke the next day The joint of the suspender is too weak to withstand the pull I just cut off the string and let my kitty have the mouse instead,1
My boys are huge Lego builders but I thought they would enjoy this especially with the motor My 125 yearold said that the directions were very complex yet not detailed enough As a result he didnt finish building it He has built crazy complex Lego sets  but the instructions there allow even someone like me to have a successful build My son said the difference is that you had to figure out the orientation of the illustration and then which pieces went where Im hoping they will complete the project but Im not overly optimistic at this time,1
The guide will get you started The only problem is that it comes with a small screw driver I had to replace the guide with a different one so it is not that big a deal It will be a pain to use I bought this to replace a broken one I had,0
I have fished with this for a couple years It is light so I can cast lures four hoursIt catches more stuff than any rod Ive owned Ive not used a better rod and doubt there is anything much better at the 55 pointUPDATEthis rod like all others is not indestructible  It broke at the top of the handle when I yanked a hookset The line was heavier than rods rating and the reels drag was very tight  I do not blame the rod,1
it is a gfci outlet I have an AC outlet too,0
Buddy Biscuits are popular with our puppy and she loves these treats  These treats are a treat to give to her  I am not sure how the flavor of these treats,0
The costume was great  We have a cat who is a very aggressive chewer and this one is a great solution  We have a small dog that we adopted in a very large cat house and this one is,0
This cable works exactly as expected There is no signal delay and no degradation of picture quality even though it is really longIts hard to get excited about a cable so I cant really say I LOVE it But I would definitely recommend it,1
Adorable Perfect AND easy on and off  It is a great product for a small,0
Have always used Hoya lens with my old SLRs Ditto now with my DSLR cameras Optics are excellent Price is excellent,1
Bought for fellow teacher who has her classroom decorated in Seahawks fun Even her students bought Seahawk shirts to go impress the teacher,1
My dog is very prone to anemia and has a sensitive stomach This is a treat that we will be buying again I am very happy with the purchaseThis is a great product It is great for keeping the carpet fresh I have a very active dog and this does the job It is very easy to clean and I can use it on my carpeted floor I have a very active dog and this does the job It is very easy to clean and I can use it on my,0
I already have Dewalt 20V tools and needed to add a drill  The chuck on this is very smooth and nice for changing bits  Tightens down easily with out tearing up your hand  Compact head fits into many tight areas  Fairly light weight for a drill  Power has been very good for drilling metal and wood so far  It does come with a belt clip but DOES NOT come with a spare bit holder on the other side of the tool  Some Dewalt tools do come with this and some do not  This one does not  The battery life has been excellent so far  Since I am just a home user I cant really speak to if the brushless is really increasing my run time  I can say it is lasting a lot longer than my Craftsman 192V I replaced Both had about the same amp hour LiIon battery capacity  When they say bare tool they mean bare tool this came in a clear plastic bag  I will update this rating if my feelings change or I encounter any failures but so far so good,1
Very fast drive  Using it on my cell phone  My computer is a Lenovo laptop and the USB drives,0
I read this book over and over again It is a great book for a beginner to startI read this book in the last few days and have enjoyed it The characters are well written and well developed I would highly recommend this book,0
Terrible Dont adhere to door Not an easy jobVery good qualityNice little light Works great  Great priceWorks great,0
I was very pleased with the value of this trimmer  It ran great right out of the box  My only issue is that there isnt much line included and it came loose one time and I had to stop to remove and reassemble the entire bobbin  I found the forward loop handle to be a bit too small to easily balance and manuver the head especially since a sholderneck strap was not included  After some practice I got the hang of it but I will be looking for a strap to addThe ExpandIt system promises to make this even more of a great valueNo issues with the reconditioned product simply came in a brown box and has a RECON stamp in the plasticUPDATE  After about 4 years of normal use and standard maintenance this trimmer finally died on me  Everything was in good working order but for some reason the piston seized up and the connecting rod broke  The oil was topped off and fresh there were no indications of a pending failure  I am really disappointed but cant really complain  I have since gone back to a 2stroke trimmer because ultimately for the application the 4stroke is a bad idea,1
This precurser to The Lord of the Rings is a wonderful lead into the much deeper work It gives background into the former Although it is not as well developed as the later workit is truly wonderful and not to be dismissed as inferior,1
J Courtney Sullivan is a woman who has an affair with a man who is a serial killer  He murders her and her family including her son and then sends her to his home to be raped and beaten,0
These are surprisingly the best pair of shorts ever  I will be purchasing a couple more pairs,0
I didnt like this book and I didnt like Sally Mann  It was the most boring book I have read in a long time  First of all she really puts a great emphases on how smart she supposedly is  She includes notes from elementary high school and college teachers  Pardon me while I yawn  This book is interspersed with photos copies of notes and letters and anything Mann throws in to make herself look good  Her notoriety comes from the nude photos she took of her children growing up  Many people found them sexually suggestive  I found them exploitive but not really offensive  Mann spends time defending herself on the photos calling herself nave time and time again  Thats OK for awhile but it gets tiresome when she doesnt smarten up at all  She is shocked that pedophiles are interested in them Really  She also separates the pictures from the children  She says the children are merely actors in the pictures and can keep the two separate identities apart even the 6 year old Then she goes on to say how nice it is to have pictures of their childhood  Which is it  Are they separate or true depictions  After that she goes on to explore past relations  She discusses her husbands parents murdersuicide  Then she goes on to discuss kinfolk in even the more distant past  This is when I lost complete interest and just thumbed through the rest of the books pictures  By then I was so turned off that I didnt even enjoy them  This was definitely not the book for me,1
What a great read Griffin has an amazing story and a good history This is a must read,0
It is pretty much what I expected like anything new I am getting used to it  Is is pretty easy to set up and I believe it will meet my expectations The size of display is just fine and I appreciate the moon phases have not seen this before,1
Works well and as advertised My older digital thermometers would always default back to Centigrade when there was a power change but with the hard CF switch these stay put  The suction cups are small and weak and do not stay on so I had to use a good double sided tape to stick to the aquarium frame,1
my older car 6 yrs loves it  i find it is now his dont touch me im eating food  my younger cat likrs the chicken chunks meals,1
Cute and a great dealI love the look and fit of this bra I am 56 and the 36C fit perfect The fit was perfect The material is nice and,0
In 1988 British ITV did a documentary called The Burgh on the Burgh the infamous British army camp in Iraq The Burgh is the most infamous camp in the world today The Burgh is in fact a fictional story about the soldiers and their families The documentary also includes a behind the scenes look at the Burgh and how the Army came to be involved in itThe documentary also includes a brief interview with British author and critic Michael Wilbon Wilbon talks about his work on the Burgh and how he created the BurghThe documentary also includes a short documentary that covers some of the things that went into making the film and some of the questions that Wilbon has raised in the documentaryThe documentary also includes a brief interview with British film director Alan Richardson who was also a director of The Burgh Richardson talks about the reasons that the Burgh was created and the reasons why they were chosen to make itThe documentary also includes a trailer for the documentary which you can see in the trailer This documentary is not for the faint of heart as it is very long and it covers a lot of things that have been said about the BurghThe documentary also includes a short documentary with interviews with actors and actresses as well as some interviews with the people who worked on the filmThe documentary is very informative and has,0
This pan has a thick bottom somewhat thinner sides but not too thin and the nonstick coating is excellent I dont bother to shape the dough much I just put dollops in each section and they come out more or less scone shaped Once you get the baking time and temperature right the thick walls ensure that the bottom and sides get enough heat to develop just a hint of crust,1
These gloves have prevented burning my hands since I started to use several months Does what it is supposed to,1
OK so first of all as a calendar I was annoyed that the numbers were all out of order This made things difficult to find I was also annoyed that the pictures on the front seem to indicate what will be behind which door but then they werent accurate Now all that said it was nice that each door had a compartment tray behind it and that they doors had directions on the back of the paperboard for each one Each bag was also labeled with its number just in case things got misplacedNow as a Megablok set I have really enjoyed Mega Bloks interpretation of Star Trek and TMNT characters This set is a bit below the standards set by those previous sets You only get 158 pieces which isnt a terribly good value compared to other sets Many of the pieces here are uninspiring to say the least A bush A weapon holder There are at least three main characters to be had Shredder Casey Jones and a turtle who can be switched via headband between all four characters But the figures themselves are a bit below the standards set by other iterations The legs dont move as well the hands pop out of the arms for some reason and assembling them is rather difficult for a kid and even for a grownup due to the difficulty of popping ball joints into socketsFor the money Id prefer to see twice as many character figures and a lot less filler My son turning five in a few weeks did enjoy that he could put together the simpler items on his own But overall I think this represents a poor value compared to the other superior Mega Bloks sets in the TMNT family such as the Krang set or the jungle tank set And compared to other Advent calendar sets such as the Lego Star Wars one this is a poor value as well as that set has 100 more pieces and 9 minifigures compared to 3 here,1
We received a promo code for this cutting board but definitely would have paid the regular price  We were looking for a beautiful board to cut display and serve the large cuts of grilled or sous vide beef that we like to prepare for large gatherings  This is perfect  We especially like to nonslide silicone feet at the bottom of the board to keep it from moving around during cutting and serving,1
I cant push on it hard enough to get it to dispense the salt My husband can use it well enough Am sorry I bought it,1
Nice and sturdy and the size and shape comes in handy when a 1cup is too small  Easy to read markings  Havent used the strainer yet but it may come in handy down the road,1
Great value came out of the box and was very easy to install  The dimensions are just right,0
We own several versions of this toy and the materials are good  My son loves this oneI bought this for my son for Christmas and he absolutely loves it  Its a lot of fun and he loves it so much that he wants it  I ordered it for him and he loves it  I think its a great addition to his collectionI got this for my grandson he loves it He is now 6 and he loves playing with,0
This is the first Elena Matthews book Ive read and wow I dont even know where to start This was an emotional rollercoaster and one that had me hooked from the startI dont want to say to much without spoiling the book but I will say this is a fabulous must read The characters are well developed and the story flows well I felt every emotion reading this and my heart hurt It was beautifully written and deserves the 5 star I have given it,1
I remember seeing Secretariat race when I was a teenager  It still brings me to tears when he ran that last race,1
I bought this book and it has been a long time since I have read a book by one of my favorite authors I am a huge fan of Toni Morrison and I wanted to read this book and I am glad I did I love her books and I would have loved to read about her life I also love her novels and I would have loved to read about her family I have read all of her books and I have loved every one of them,0
Rodney Yee is one of the best  I do have 2 of his other dvds and yet this is truly advanced and not recommended for those with flexibility issues or those who havent tried yoga before  This is truly an advanced dvd and whilst it is excellent because it will give you a great workout and because Rodney is so professional if you arent a big yoga person or have trouble getting and staying in some of the usuall yoga positions then this isnt for you  Ive done some yoga before and thought I could challenge myself with this but its still pretty tough  Not for everyone,1
First pair of Crocs I have ever owned And I must say that I really like them Love how the little nubbs on the sole make me feet feel Like getting a little foot massage everytime I wear them Just passing this info on Really like the shoes,1
Well not really his comedic style The movie is just too full of action too slow and just plain ridiculous  The movie is a bit cheesy but not so much that its worth watching  Its just a lame,0
I bought my first set of these headphones about a year ago  I was able to look past the annoyingly long right ear wire because they do have excellent sound quality  I used them mainly at the gym and noticed that after being on the treadmill for a few minutes that the combination of sweat and the weight of the cord would pull the left earpiece out  I tried all 3 rubber sizes but was constantly pushing that left piece back in  Also when lifting weights I run the cord under my shirt and found that the thick rubber piece where the right and left earphones split would catch my shirt and again pull the left earpiece out even more often than while running  This was annoying but I would still have rated these 4 stars because walking my dog or listening in bed these were the best phones I ever heard  I bought 2 other pairs as Christmas presents last year and now all 3 pairs have failed in one ear  I tried resoldering the wires and got 2 of them to work again who knows for how long  I have switched to a pair of Ultimate Ears and the quality is even better hopefully these will last longer,1
EXCELLENT READONE OF MY FAVORITE BOOKS AND HAS NEVER BE,0
I love Deborah Bladons books and this one is another winner I cant wait to read the other parts Most books I hate waiting for the 2nd or 3rd part but the anticipation of her books I dont mind I really do but Im trying to be nice I also love how she brings back other characters so we see how their lives are progressing and growing We need to see Noel and Caleb Sadie and the others are doing God just buy these books you wont regret it,1
Excellent very well built quality material The only problem is that it comes with a small screw that is a little too tight I am considering getting another one Great product I use it to take my wife out to a local lake This one is perfect,0
Very nice movie I wish it had been longerVery good movieNice story but not,0
Im very happy with this vacuum  It is very light weight but yet has great suction  I like that it automatically adjusts to the floor height  go from bare floors to carpet easily  The only disadvantage over my last Dirt Devil is that the hose is not connected  If you want to use the hose you have to connect it  Not a big deal but nicer if it was always connected,1
A vicious little movie but it has the chemistry and humor of a true love storyVery goodI love this movie I am,0
These shoes were far to small The wide width is too narrow The shoe is a bit short If you are a size 8 or 10 then the shoe is a tad long The color is a little darker in the picture The size 9 is very nice The shoes are comfortable and a bit stretchy I did get a size 10 and it fit perfectly Im very happy with them,0
Ive read this entire collection  then wanted every second book there is Something for everyone Great bunch of authors and great books,1
One of the best treats for my puppy  She has a lot of energy and Im always giving her the best treats  I also get the Tinkle treats  This is a great product and she loves themI was skeptical about the price for this product but I found it a bit too expensive I did get a free shipping and it,0
I love this coffee maker it has the quality and design of a regular cup maker It has a nice yet sturdy design and the design is very clearThis is a great coffee maker I have been using it for a few months now and I use it often I also love the fact that I can order it from Amazon and be sure to follow the directions I will say that I have never had a coffee maker that was too heavy or too small so I dont have to worry about that The coffee maker does take a little getting used to but it is a great value I would definitely recommend this coffee makerLove it  I love it,0
Powerful enough for a small aquarium or for extra circulation but it doesnt pivot  have a lot of flexibility to change where it flows as itll just pop out of its suction mount easily,1
Its really cute and I love it  It is a little heavy for my small dog but she loves it  I am using it for the first,0
My cat LOVES these Its one of the only toys he repeatedly plays with until chunks are taken out and it barely even rolls With that said they are relatively durable for awhile but my Cat plays with these dailySide note Ive never seen any dye or any residue in his mouth or on the floor so they seem safe in that regard,1
It is not that the stylus is too long It is not that it doesnt hold up The only thing is the design The writing is very smooth The writing is very smooth I would not be surprised if it came with a stylus that is thicker The only thing that is not smooth is the typing I cant tell you how long the writing will take to hold up The writing seems to be very smooth,0
I fell in love with this series I loved how Lash grew as a character and a person throughout the series Naomi was a great character and I couldnt help but sympathize with her All of the characters in this series had great qualities I have to warn you that I did cry a few times in the series I cant wait to read Golden Angel next in 2015,1
This is a nice well made harness and the materials are good  My dog loves to play with it and it seems to be a great value  I think this is a great buyI had this for a few weeks before it stopped working I had to return it I had a 2 year old cat and it stopped working I ordered another one for her and it will continue to work I have a dog that is,0
finally found a way to use it and it worked perfectly  I have a large collection of other tools,0
This movie is pretty amusing  I love the movie  The plot is just a little too simple  The movie is a little too emotional and the acting is pretty great  The story is a little too deep  The acting is pretty good  The characters are not the best  The movie is just,0
took a while to get this set but it is pretty sturdy My son loves this set,0
I really wanted to like this show because I know that Louis CK is respected as a comic genius But despite a few funny moments I didnt care for it It is too crude and gross for my taste To each her own,1
I find this will not work with any of the wireless functions on my 5D Mark II but flash comp works goodand it does the basic ETTLII functions I cant complain about this product at all High Speed Sync worksgreat with compliant flashes,1
I am used to canister filters The quality is good but its not a filter as you can see from the picture I am using this for the tank not for the other filtersI had this for a few months before it stopped working I had to return it I had a 2 year old cat and it stopped working I ordered another one for her and it will continue to work I have a dog and she loves it I will buy another one for her for when I get her backMy dog absolutely loves this bed  She loves it  She has it on her back porch  It fits perfectly in her crate  I am very pleased with this purchase and will purchase another one for her  She will love itThis is a great product  My dogs love itMy dog loves this food  We use this on our dogs and it has really helped them in their eating  It has a lot of vitamins and minerals and there is no gas or any odor  Our dogs love itMy dog loves this ball but its very hard to put together and washes well I bought two for her and the dog loves themI have a Border Collie who is a mix and when I put this on him he was so excited that I gave him a treat I didnt realize the difference in his breath When I put this on him he was in the air and he started choking me I put him on his back and pulled him out of the car This works great and he is back to normal I would highly recommend this to,0
I read them all The character  plot kept me entertained,1
This was part of a series of short films about a class of people who were students of the time  The film is very informative  The basic idea of the class is that they are,0
Joelle returns home after her parents leave and she finds herself in a situation that makes her feel guiltyI loved the way the author took us through the story The characters were so real and had me laughing out loud The story had some really cool moments There was also a bit of a cliff hanger and it just made me want to know what happened nextI was given a complimentary copy of,0
This Power Port is great for low powered devices like charging iPods Phones and running LED LightingHowever Things that draw large current wont work Things like air compressors air bed pumps and the like,1
Sweet beautifully written and evocative story of teen girl going on her first date in October Salcedo uses gorgeous images and poignant moments in her writing and this was definitely true here as she wove together young love death fear and hope with a nod to some horror movies along the way A great short story to read before bed especially at this time of year,1
I purchased this for my son to use as a Christmas tree  He loves it  It is so small that it is a must have for the kids to use it in his family room  It is a good value for the,0
I purchased with a Sony receiver The only problem is that its not a stereo If you have an external mic you must mount it in the wall so you have to reach down and either look at the outside or the inside If you have an external mic you,0
Installed in ten minutes  buy speedy adoptor X 14 inch compression tee buy 14 X 14 compression coupling buy three ft of copper 14 inch tubing  short heavy extension cord if needed  works greatDo not plug in till water is purged thru hot water dispenser spout  no air left in tank  then plug in wait 15 minutes  bravo Hot water ,1
These are nice Very comfy Not bulky just very comfortableThe only reason I gave this a 4 stars is because I am a 32 year old man so it is pretty much impossible to get this on my belt without a belt clip,0
